id;start_date;updated_date;survey_id;email;status;device_type;contact_id;contact_list_id;promotion_code;1_¿Cuál es el principal objetivo de su visita al BOAM?;1_¿Cuál es el principal objetivo de su visita al BOAM?_Otro;2_¿Ha conseguido cumplir su objetivo?;3_¿Con qué frecuencia consulta el Boletín Oficial del Ayuntamiento de Madrid?;4_¿Con qué perfil se identifica usted más?;4_¿Con qué perfil se identifica usted más?_Otro;5_¿De qué forma mayoritaria realiza sus consultas del Boletín Oficial del Ayuntamiento?;6_¿Conoce el servicio de suscripción al Boletín Oficial del Ayuntamiento de Madrid?;7_Indique su grado de satisfacción general con el Boletín Oficial del Ayuntamiento de Madrid;8_Le agradecemos cualquier comentario que nos ayude a mejorar;9_¿Cuál es su sexo?;10_¿A qué grupo de edad pertenece?
44374006;03/06/2024 6:41;03/06/2024 6:41;359511;;Parcial;Mobile;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;;;;;;;;;;
44374270;03/06/2024 8:50;03/06/2024 8:51;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;;Diariamente;Trabajo por cuenta ajena;;Desde un PC;No;5;;Hombre;Entre 40 y 65
44379151;03/06/2024 12:32;01/08/2024 11:02;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
44384140;03/06/2024 21:21;03/06/2024 21:21;359511;;Parcial;Mobile;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo por cuenta ajena;;Desde un PC;Sí;5;;;
44392523;04/06/2024 7:37;04/06/2024 7:41;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un PC;Sí;7;Creo que la navegación por el Boletín es un tanto rígida;Mujer;Entre 40 y 65
44429691;04/06/2024 16:01;04/06/2024 16:02;359511;;Parcial;Desktop;;;;Localizar una disposición concreta publicada hace tiempo.;;No ;Ocasionalmente;Trabajo por cuenta ajena;;Desde un PC;No;0;;;
44476507;07/06/2024 10:31;07/06/2024 10:33;359511;;Completa;Desktop;;;;Otro;;Sí;Semanalmente;Trabajo en una Administración Pública;;Desde un PC;No;10;;Mujer;Entre 40 y 65
44492354;10/06/2024 0:29;10/06/2024 0:31;359511;;Completa;Mobile;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Estoy estudiando / opositando;;Desde un dispositivo móvil;No;8;Actualización a la misma hora;Mujer;Entre 18 y 40
44494231;10/06/2024 10:20;10/06/2024 11:49;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un PC;Sí;5;"Cuando consultas algo, que al ""Volver"" vuelva donde te habías quedado, y no al principio de todo.";Mujer;Entre 40 y 65
44497420;10/06/2024 12:14;10/06/2024 12:14;359511;;Completa;Desktop;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;Sí;Semanalmente;Trabajo en una Administración Pública;;Desde un PC;;7;;Mujer;Entre 40 y 65
44498848;10/06/2024 16:06;10/06/2024 16:06;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
44507977;10/06/2024 22:10;10/06/2024 22:10;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
44538339;11/06/2024 0:17;11/06/2024 0:18;359511;;Completa;Mobile;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un PC;Sí;10;;Mujer;Entre 40 y 65
44542884;11/06/2024 11:58;11/06/2024 11:59;359511;;Parcial;Mobile;;;;Localizar una disposición concreta publicada hace tiempo.;;;;;;;;;;;
44578498;13/06/2024 8:04;13/06/2024 8:05;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un PC;No;8;;;
44612862;13/06/2024 14:11;13/06/2024 14:12;359511;;Completa;Desktop;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;Sí;Diariamente;Trabajo por cuenta ajena;;Desde un PC;No;8;;Hombre;Entre 40 y 65
44619211;13/06/2024 16:04;13/06/2024 16:07;359511;;Completa;Mobile;;;;Localizar una disposición concreta publicada hace tiempo.;;Sí;Ocasionalmente;Trabajo en una Administración Pública;;Desde un dispositivo móvil;Sí;10;;Hombre;Entre 40 y 65
44620029;13/06/2024 17:42;13/06/2024 17:43;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
44625978;14/06/2024 7:53;14/06/2024 7:54;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;No ;Semanalmente;Soy un/a trabajador/a autónomo;;Desde un dispositivo móvil;Sí;3;;Mujer;Entre 40 y 65
44628880;14/06/2024 14:21;14/06/2024 14:21;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
44638120;14/06/2024 23:03;14/06/2024 23:04;359511;;Completa;Mobile;;;;Localizar una disposición concreta publicada hace tiempo.;;;Semanalmente;;;Desde un dispositivo móvil;No;;;Hombre;Entre 18 y 40
44644179;16/06/2024 9:48;16/06/2024 9:49;359511;;Completa;Desktop;;;;Localizar una disposición concreta publicada hace tiempo.;;No ;Ocasionalmente;Otro;;Desde un PC;Sí;0;;Hombre; Más de 65
44645178;16/06/2024 19:01;16/06/2024 19:02;359511;;Completa;Mobile;;;;Localizar una disposición concreta publicada hace tiempo.;;No ;Diariamente;Trabajo en una Administración Pública;;Desde un dispositivo móvil;No;10;;Hombre;Entre 40 y 65
44650388;17/06/2024 9:35;17/06/2024 9:36;359511;;Completa;Desktop;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;Sí;Semanalmente;Trabajo en una Administración Pública;;;Sí;9;;Hombre;Entre 40 y 65
44795639;18/06/2024 23:56;18/06/2024 23:58;359511;;Completa;Desktop;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;No ;Ocasionalmente;Otro;Junta directiva de AMPA;Desde un PC;No;3;No se encuentra nada aunque se busque con datos exactos. No tienen información histórica (1973) ni tampoco informa de si esta documentación puede estar o no disponible digitalmente. Búsqueda avanzada inservible.;Mujer;Entre 40 y 65
44804779;19/06/2024 20:18;19/06/2024 20:18;359511;;Parcial;Desktop;;;;Consultar el BOAM de un día anterior;;;;;;;;;;;
44813311;20/06/2024 9:48;20/06/2024 9:53;359511;;Completa;Desktop;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;No ;Ocasionalmente;Trabajo en una Administración Pública;;Desde un PC;Sí;0;NO ME HA RESUELTO NADA.;Mujer;Entre 40 y 65
44828992;21/06/2024 10:44;21/06/2024 10:44;359511;;Parcial;Mobile;;;;Consultar el BOAM de hoy;;;;;;;;;;;
44834813;21/06/2024 12:35;21/06/2024 12:35;359511;;Parcial;Tablet;;;;Localizar una disposición concreta publicada hace tiempo.;;;;;;;;;;;
44845606;23/06/2024 12:37;23/06/2024 12:40;359511;;Parcial;Mobile;;;;Consultar el BOAM de hoy;;;;Trabajo por cuenta ajena;;;;1;;;
44848241;24/06/2024 7:30;24/06/2024 7:31;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un PC;Sí;10;;Mujer;Entre 40 y 65
44870241;25/06/2024 11:17;25/06/2024 11:17;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Estoy estudiando / opositando;;Desde un PC;Sí;9;;Mujer;Entre 18 y 40
44937276;27/06/2024 21:29;09/07/2024 10:13;359511;;Parcial;Mobile;;;;Localizar una disposición concreta publicada hace tiempo.;;Sí;Semanalmente;Trabajo en una Administración Pública;;Desde un PC;No;7;;;
44966659;01/07/2024 12:26;01/07/2024 12:27;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un PC;Sí;3;la búsqueda de contenido concreto es tremendamente difícil e ineficaz;Hombre;Entre 18 y 40
44973933;02/07/2024 9:31;02/07/2024 9:32;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Estoy estudiando / opositando;;Desde un PC;;10;;Mujer;Entre 18 y 40
45027087;03/07/2024 7:37;03/07/2024 7:38;359511;;Parcial;Desktop;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;;;;;;;;;;
45034887;03/07/2024 13:09;03/07/2024 13:09;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
45035119;03/07/2024 13:45;03/07/2024 13:48;359511;;Completa;Mobile;;;;Consultar el BOAM de hoy;;No ;Ocasionalmente;Trabajo en una Administración Pública;;Desde un dispositivo móvil;No;;;Mujer;Entre 40 y 65
45071900;04/07/2024 12:34;04/07/2024 12:38;359511;;Parcial;Desktop;;;;Consultar el BOAM de un día anterior;;;;;;;;;;;
45090915;05/07/2024 13:01;05/07/2024 13:02;359511;;Completa;Desktop;;;;Localizar una disposición concreta publicada hace tiempo.;;Sí;Semanalmente;Trabajo en una Administración Pública;;Desde un PC;No;7;;Hombre;Entre 40 y 65
45106444;06/07/2024 21:33;06/07/2024 21:35;359511;;Completa;Mobile;;;;Localizar una disposición concreta publicada hace tiempo.;;No ;Ocasionalmente;Trabajo por cuenta ajena;;Desde un dispositivo móvil;No;;;Hombre;Entre 40 y 65
45129815;09/07/2024 8:10;09/07/2024 8:10;359511;;Parcial;Mobile;;;;Consultar el BOAM de hoy;;No ;;;;;;;;;
45130310;09/07/2024 11:29;09/07/2024 11:31;359511;;Completa;Mobile;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;Sí;Semanalmente;Trabajo en una Administración Pública;;Desde un PC;Sí;6;;Mujer;Entre 40 y 65
45130845;09/07/2024 13:12;09/07/2024 13:12;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;No ;;;;;;;;;
45146618;09/07/2024 19:59;09/07/2024 19:59;359511;;Parcial;Desktop;;;;Otro;;;;;;;;;;;
45146631;09/07/2024 20:00;09/07/2024 20:01;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un PC;No;8;;Mujer;Entre 40 y 65
45232389;14/07/2024 6:18;14/07/2024 6:19;359511;;Completa;Mobile;;;;Consultar el BOAM de un día anterior;;;;;;;;;;;
45236022;15/07/2024 10:10;15/07/2024 10:14;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;;Trabajo en una Administración Pública;;;Sí;9;"Me gustaría que al darle la opción de ""atrás"" no me llevara a la página de comienzo donde están todos los apartados sino a la anterior que estaba viendo para seguir consultando sin necesidad de volver a elegir el apartado que había elegido.";Mujer;Entre 40 y 65
45269579;16/07/2024 14:33;16/07/2024 14:34;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;;Diariamente;Trabajo por cuenta ajena;;;Sí;10;;Hombre;Entre 40 y 65
45305586;19/07/2024 14:30;19/07/2024 14:39;359511;;Completa;Desktop;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un PC;Sí;8;"Para los opositores que consultamos el BOAM a diario, seria bueno que adoptara un sistema de alerta similar al BOE, donde diariamente  puedes configurar recibir en mail no solamente la alerta de la publicación de un nuevo boletín, sino que la propia alerta desgrana todas las disposiciones publicadas en el apartado de interés (en este caso el de personal), añadiendo una nota resumen del tipo de plaza que se convoca. Actualmente con la alerta que recibimos del BOAM, de todo el boletín, solo vemos el titulo de la disposición que se publica, lo que obliga a pinchar uno a uno cada anuncio para saber de que se trata o que plaza se convoca en concreto, ya que se refiere a la plaza con el código interno (por ejemplo LD-51-032/2024, FE-51-009/2024.) en lugar de definir en el propio titulo ""concurso de méritos para puesto de arquitecto en junta de distrito o Auxiliar administrativo en el Área X""). Seria bueno ""copiar"" las alertas del BOE";Hombre;Entre 40 y 65
45306077;19/07/2024 16:03;19/07/2024 16:03;359511;;Parcial;Desktop;;;;Localizar una disposición concreta publicada hace tiempo.;;No ;;;;;;;;;
45336426;23/07/2024 9:29;23/07/2024 9:31;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un PC;No;8;Desearía servicio de alertas para recibir las ofertas de empleo;Mujer;Entre 40 y 65
45364872;24/07/2024 18:11;24/07/2024 18:15;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Soy un/a trabajador/a autónomo;;Desde un PC;Sí;8;El buscador avanzado de resoluciones podría ser más fácil de usar. Mejorar el análisis normativo, con más datos sobre afectaciones, etc.. Puede tener interés seguir incorporando boletines antiguos.;Hombre;Entre 40 y 65
45417741;29/07/2024 12:26;29/07/2024 12:26;359511;;Parcial;Desktop;;;;Localizar una disposición concreta publicada hace tiempo.;;;;;;;;;;;
45428846;30/07/2024 9:49;30/07/2024 9:50;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;;Trabajo en una Administración Pública;;;;8;debería mejorar el buscador;Mujer;Entre 40 y 65
45454960;31/07/2024 14:02;31/07/2024 14:02;359511;;Completa;Mobile;;;;Localizar una disposición concreta publicada hace tiempo.;;;;;;;;;;Hombre;
45503834;01/08/2024 8:46;01/08/2024 8:46;359511;;Parcial;Desktop;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;;;;;;;;;;
45504480;01/08/2024 13:02;01/08/2024 13:02;359511;;Completa;Desktop;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un PC;No;10;;Mujer;Entre 40 y 65
45526159;02/08/2024 20:29;02/08/2024 20:31;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Otro;;Desde un PC;No;10;lo consulto sobre todo los plenos de la junta de distrito;Hombre;Entre 40 y 65
45583978;07/08/2024 16:57;07/08/2024 16:57;359511;;Parcial;Desktop;;;;Localizar una disposición concreta publicada hace tiempo.;;;;;;;;;;;
45586095;08/08/2024 0:05;26/09/2024 0:06;359511;;Parcial;Mobile;;;;Consultar el BOAM de hoy;;No ;Diariamente;Estoy estudiando / opositando;;Desde un dispositivo móvil;;;;;
45592740;09/08/2024 8:47;09/08/2024 8:47;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
45600056;09/08/2024 15:23;09/08/2024 15:23;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
45622633;12/08/2024 19:08;12/08/2024 19:08;359511;;Completa;Mobile;;;;Localizar una disposición concreta publicada hace tiempo.;;Sí;Semanalmente;Soy un/a trabajador/a autónomo;;Desde un PC;Sí;7;;Hombre;Entre 18 y 40
45695115;16/08/2024 10:32;16/08/2024 10:33;359511;;Parcial;Mobile;;;;Consultar el BOAM de hoy;;No ;;;;;;;;;
45717225;18/08/2024 19:59;18/08/2024 19:59;359511;;Completa;Desktop;;;;Consultar el BOAM de un día anterior;;Sí;Ocasionalmente;Estoy estudiando / opositando;;Desde un PC;No;10;;Mujer;Entre 40 y 65
45730114;20/08/2024 9:45;20/08/2024 9:45;359511;;Parcial;Desktop;;;;;;No ;;;;;;;;;
45769964;21/08/2024 16:31;21/08/2024 16:32;359511;;Parcial;Mobile;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;No ;Ocasionalmente;;;Desde un dispositivo móvil;No;;;;
45785116;23/08/2024 9:14;23/08/2024 9:15;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Semanalmente;Trabajo en una Administración Pública;;;No;;;Mujer;Entre 40 y 65
45785219;23/08/2024 10:10;23/08/2024 10:11;359511;;Parcial;Mobile;;;;Otro;Lista de admitidos pisos de alquiler;No ;Ocasionalmente;;;;;;;;
45792872;23/08/2024 22:18;23/08/2024 22:18;359511;;Parcial;Mobile;;;;Consultar el BOAM de hoy;;;;;;;;;;;
45799389;26/08/2024 9:18;26/08/2024 9:20;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;;Trabajo en una Administración Pública;;Desde un PC;No;4;Consultar el BOAM a través de ayre es muy mejorable. No es una consulta ágil.;Hombre;Entre 40 y 65
45799618;26/08/2024 11:12;26/08/2024 11:13;359511;;Parcial;Desktop;;;;Consultar el BOAM de un día anterior;;Sí;Diariamente;;;;;;;;
45802027;26/08/2024 13:04;26/08/2024 13:06;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Ocasionalmente;Estoy estudiando / opositando;;Desde un PC;No;6;Las búsquedas deberían concretar más los términos y no dar resultados tan amplios, aunque se especifique en el titulo no busca correctamente ;Hombre;Entre 40 y 65
45830704;28/08/2024 9:20;28/08/2024 9:20;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;Sí;;;;;;;;;
45832670;28/08/2024 16:37;28/08/2024 16:38;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un PC;Sí;9;;Mujer;Entre 40 y 65
45895872;02/09/2024 12:15;02/09/2024 12:16;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
45965689;04/09/2024 11:44;04/09/2024 11:44;359511;;Parcial;Desktop;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;No ;Mensualmente;Otro;Empresa;Desde un PC;;;;;
45968327;04/09/2024 15:22;04/09/2024 15:22;359511;;Parcial;Mobile;;;;Consultar el BOAM de hoy;;;;;;;;;;;
45994124;05/09/2024 9:18;05/09/2024 9:19;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo por cuenta ajena;;Desde un PC;No;7;;Hombre;Entre 18 y 40
46002361;05/09/2024 12:24;05/09/2024 12:24;359511;;Parcial;Desktop;;;;Localizar una disposición concreta publicada hace tiempo.;;No ;;;;;;;;;
46008219;05/09/2024 17:54;05/09/2024 17:55;359511;;Parcial;Mobile;;;;Consultar el BOAM de hoy;;Sí;Ocasionalmente;Trabajo por cuenta ajena;;Desde un dispositivo móvil;;;;;
46020947;06/09/2024 11:59;06/09/2024 12:24;359511;;Completa;Desktop;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;No ;Ocasionalmente;Estoy estudiando / opositando;;Desde un PC;No;6;No encuentro el material a estudiar para las oposiciones.;Hombre;Entre 18 y 40
46033213;07/09/2024 12:33;07/09/2024 12:38;359511;;Completa;Desktop;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;Sí;Ocasionalmente;Trabajo en una Administración Pública;;Desde un PC;No;3;"He entrado con el objetivo concreto de suscribirme al BOAM, pretendía encontrar un formulario que permitiese introducir un filtro de búsqueda en el BOAM y recibir avisos de disposiciones que cumplan con ese filtro (similar a los que se pueden establecer en el BOE). 
No he sido capaz de encontrarlo, por lo que creo que el servicio de suscripción que precisamente se menciona en esta encuesta (al no encontrarlo dudaba de su existencia y la pregunta en esta encuesta ha sido la confirmación) debería ser más visible o evidente. Como sugerencia, quizá un enlace o botón para suscribirse al BOAM en la propia pantalla de búsqueda. 

";Mujer;Entre 18 y 40
46042927;09/09/2024 13:35;09/09/2024 13:35;359511;;Parcial;Mobile;;;;Consultar el BOAM de hoy;;;;;;;;;;;
46078322;10/09/2024 8:29;10/09/2024 8:30;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo en una Administración Pública;;;Sí;9;;Mujer;Entre 40 y 65
46126790;13/09/2024 9:59;13/09/2024 10:00;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un PC;No;8;Me gustaría suscribirme a categorías, dependencias o por palabras claves. No me interesa recibir TODO el BOAM en el correo. Solo quiero ciertos resultados.;Hombre;Entre 18 y 40
46131561;13/09/2024 14:40;13/09/2024 14:40;359511;;Parcial;Mobile;;;;Consultar el BOAM de hoy;;;;;;;;;;;
46150536;15/09/2024 21:16;15/09/2024 21:16;359511;;Parcial;Desktop;;;;Localizar una disposición concreta publicada hace tiempo.;;;;;;;;;;;
46181542;16/09/2024 12:02;16/09/2024 12:03;359511;;Completa;Desktop;;;;Consultar el BOAM de un día anterior;;;;;;;;;;Mujer;Entre 40 y 65
46308746;18/09/2024 16:56;18/09/2024 16:56;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
46332475;19/09/2024 9:59;19/09/2024 10:00;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;Mujer;
46343376;20/09/2024 10:16;20/09/2024 10:42;359511;;Completa;Desktop;;;;Consultar el BOAM de un día anterior;;;;;;;;;;Mujer;Entre 40 y 65
46360128;22/09/2024 1:53;22/09/2024 1:54;359511;;Completa;Mobile;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;;;Trabajo por cuenta ajena;;Desde un dispositivo móvil;;;;Hombre;Entre 18 y 40
46361452;22/09/2024 18:13;22/09/2024 18:14;359511;;Parcial;Mobile;;;;Consultar el BOAM de hoy;;;;;;;;;;;
46363942;23/09/2024 9:27;23/09/2024 9:28;359511;;Completa;Desktop;;;;Localizar una disposición concreta publicada hace tiempo.;;No ;Semanalmente;Otro;Asociación feminista;Desde un PC;Sí;2;;Mujer; Más de 65
46367098;23/09/2024 12:17;23/09/2024 12:17;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
46367328;23/09/2024 13:31;23/09/2024 13:32;359511;;Parcial;Mobile;;;;Consultar el BOAM de hoy;;;;;;;;;;;
46368475;23/09/2024 17:18;23/09/2024 17:18;359511;;Parcial;Mobile;;;;Consultar el BOAM de un día anterior;;;;;;;;;;;
46371656;23/09/2024 19:32;23/09/2024 19:33;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
46376395;24/09/2024 0:08;24/09/2024 0:08;359511;;Parcial;Mobile;;;;Consultar el BOAM de hoy;;Sí;;;;;;;;;
46409473;24/09/2024 16:32;24/09/2024 16:33;359511;;Parcial;Tablet;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;;;;;;;;;;
46419641;25/09/2024 15:04;25/09/2024 15:05;359511;;Parcial;Desktop;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;;;;;;;;;;
46419783;25/09/2024 15:14;25/09/2024 15:14;359511;;Parcial;Mobile;;;;Consultar el BOAM de un día anterior;;;;;;;;;;;
46428773;26/09/2024 13:35;26/09/2024 13:37;359511;;Completa;Mobile;;;;Localizar una disposición concreta publicada hace tiempo.;;No ;Ocasionalmente;Estoy estudiando / opositando;;Desde un dispositivo móvil;Sí;2;Ojalá hicieran más fácil encontrar los boletines ;Mujer;Entre 18 y 40
46494101;02/10/2024 8:30;02/10/2024 8:31;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un PC;Sí;4;El buscador es una verdadera tortura.;Hombre;Entre 40 y 65
46508088;03/10/2024 13:45;03/10/2024 13:45;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
46518192;04/10/2024 7:42;04/10/2024 7:44;359511;;Completa;Mobile;;;;Consultar el BOAM de hoy;;Sí;Ocasionalmente;Otro;Extranjero ;Desde un dispositivo móvil;No;1;Bien;Hombre;Entre 18 y 40
46589414;07/10/2024 0:18;07/10/2024 0:19;359511;;Completa;Mobile;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Trabajo en una Administración Pública;;Desde un dispositivo móvil;Sí;9;;Mujer;Entre 40 y 65
46589417;07/10/2024 0:18;07/10/2024 0:19;359511;;Completa;Mobile;;;;Consultar el BOAM de hoy;;No ;Diariamente;Trabajo en una Administración Pública;;Desde un dispositivo móvil;Sí;3;;Mujer;Entre 40 y 65
46589605;07/10/2024 0:58;07/10/2024 0:59;359511;;Completa;Mobile;;;;Consultar el BOAM de hoy;;No ;Diariamente;Estoy estudiando / opositando;;Desde un dispositivo móvil;Sí;7;;Hombre;Entre 18 y 40
46591315;07/10/2024 7:57;07/10/2024 7:59;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;No ;Diariamente;Trabajo en una Administración Pública;;Desde un PC;No;8;Hoy no se ha publicado;Mujer;Entre 40 y 65
46591343;07/10/2024 8:11;07/10/2024 8:11;359511;;Completa;Mobile;;;;Consultar el BOAM de hoy;;No ;Diariamente;Trabajo en una Administración Pública;;Desde un dispositivo móvil;No;6;;Mujer;Entre 40 y 65
46591347;07/10/2024 8:14;07/10/2024 8:14;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
46595748;07/10/2024 15:58;07/10/2024 16:04;359511;;Completa;Mobile;;;;Consultar el BOAM de hoy;;;Diariamente;Otro;;Desde un dispositivo móvil;Sí;9;Estoy suscrita al Boletín Oficial del Ayuntamiento, por lo que lo recibo diariamente.  Es posible que hoy día 7 de Octubre exista alguna incidencia porque no lo he recibido. Por favor, pueden comprobarlo y si es posible reenviarme dicho boletín.  Gracias anticipadas, Alicia Maestre  606983940 alice84270@gmail.com;Mujer;Entre 40 y 65
46596162;07/10/2024 16:34;07/10/2024 16:35;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Soy un/a trabajador/a autónomo;;Desde un PC;;5;Es necesario poder establecer alertas en función de palabras clave;Hombre;Entre 40 y 65
46604596;08/10/2024 1:33;08/10/2024 1:35;359511;;Completa;Mobile;;;;Consultar el BOAM de hoy;;Sí;Diariamente;Estoy estudiando / opositando;;Desde un dispositivo móvil;Sí;9;Que la notificación que se recibe al correo electrónico a diario de que ya está disponible el BOAM se reciba a las 00:00 horas y no cada dia a una hora distinta e incierta;Mujer;Entre 18 y 40
46607675;08/10/2024 8:05;08/10/2024 8:05;359511;;Parcial;Mobile;;;;Consultar el BOAM de hoy;;;;;;;;;;;
46672040;10/10/2024 11:49;24/10/2024 14:10;359511;;Parcial;Desktop;;;;Consultar el BOAM de hoy;;;;;;;;;;;
46675703;10/10/2024 17:58;10/10/2024 17:59;359511;;Parcial;Desktop;;;;Localizar una disposición concreta publicada hace tiempo.;;;;;;;;;;;
46697134;12/10/2024 1:33;12/10/2024 1:35;359511;;Completa;Desktop;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;No ;Ocasionalmente;Trabajo por cuenta ajena;;Desde un PC;No;1;Es muy dificil buscar ordenanzas, esta todo muy liado,llevo días intentandolo y ni siquiera sé a que consejeria corresponde lo que busco;Mujer;Entre 40 y 65
46702000;12/10/2024 21:57;12/10/2024 21:57;359511;;Parcial;Mobile;;;;Localizar una disposición concreta publicada hace tiempo.;;No ;Ocasionalmente;Otro;;;;;;;
46780273;16/10/2024 16:01;16/10/2024 16:02;359511;;Completa;Desktop;;;;Consultar el BOAM de hoy;;Sí;Semanalmente;Trabajo en una Administración Pública;;Desde un PC;;6;No es fácil volver a disposiciones anteriores desde una entrada en concreto. Se vuelve a iniciar de nuevo todo el índice;Mujer;Entre 40 y 65
46883950;19/10/2024 8:18;19/10/2024 8:18;359511;;Parcial;Mobile;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;;;;;;;;;;
46920372;22/10/2024 7:54;22/10/2024 7:55;359511;;Completa;Mobile;;;;Buscar todas las disposiciones publicadas sobre un tema o asunto concreto.;;Sí;Semanalmente;Estoy estudiando / opositando;;Desde un dispositivo móvil;Sí;7;;Hombre;Entre 40 y 65
